Through the Never	Metallica	data/metthr.abc	Wraithsong
Welcome Home (Sanitarium)	Metallica	data/metwel.abc	Illyrean
Wherever I May Roam	Metallica	data/metwhe.abc	Gothbat
Lost	Michael Bubl&eacute;	data/miclos.abc	Cyrano
Billie Jean	Michael Jackson	data/micbil.abc	Krovax
Black or White	Michael Jackson	data/micbla.abc	Krovax
Thriller	Michael Jackson	data/micthr.abc	Cranberry
Last Caress	Misfits, The	data/mislas.abc	Genwen
Mission Impossible Theme	Mission Impossible	data/mission.abc	Ratissia
I'm a Believer	Monkeys, The	data/monima.abc	Genwen
Always Look on the Bright Side of Life	Monty Python	data/monalw.abc	Northman
Dr. Feelgood	M&ouml;tley Cr&uuml;e	data/motdrf.abc	Krovax
Knights of Cydonia	Muse	data/muskni.abc	Cervantes
Torn	Natalie Imbruglia	data/nattor.abc	Ratissia
Girl You'll be a Woman Soon	Neil Diamond 	data/neigir.abc	Dalthyn
Play Me	Neil Diamond	data/neipla.abc	Dalthyn
Sweet Caroline	Neil Diamond	data/neiswe.abc	Ratissia
Cinnamon Girl	Neil Young	data/neicin.abc	Cranberry/Torney
Heart of Gold	Neil Young	data/neihea.abc	Thorsongori
Old Man	Neil Young	data/neiold.abc	Tirithannon
99 Red Baloons	Nena	data/nen99r.abc	Ratissia
Far Away	Nickelback	data/nicfar.abc	Ratissia
Nightmare on Elm Street	Nightmare on Elm Street	data/nightmar.abc	Ducksey
Hurt	Nine Inch Nails	data/ninhur.abc	Snosh
Leaving Hope	Nine Inch Nails	data/ninlea.abc	Brittany
The Hand that Feeds	Nine Inch Nails	data/ninhan.abc	Angylion
All Apologies	Nirvana	data/nirall.abc	Ducksey
Come as you Are	Nirvana	data/nircom.abc	Ducksey
Heart Shaped Box	Nirvana	data/nirhea.abc	Ducksey
Lithium	Nirvana	data/nirlit.abc	Ducksey
Pennyroyal Tea	Nirvana	data/nirpen.abc	Ducksey
Plateau	Nirvana	data/nirpla.abc	Ducksey
Rape Me	Nirvana	data/nirrap.abc	Ducksey
Smells Like Teen Spirit	Nirvana	data/nirsme.abc	Syn
Smells Like Teen Spirit	Nirvana	data/nirvsme.abc	Snosh
Something in the Way	Nirvana	data/nirsom.abc	Ducksey
Where did you Sleep Last Night?	Nirvana	data/nirwhe.abc	Ducksey
Don't Speak	No Doubt	data/noddont.abc	Gothbat
Don't Speak	No Doubt	data/noddon.abc	Ratissia
Drugs are Good	NOFX	data/nofdru.abc	Ducksey
Leave it Alone	NOFX	data/noflea.abc	Ducksey
Moron Brothers	NOFX	data/nofmor.abc	Ducksey
Champagne Supernova	Oasis	data/oascha.abc	Thelodin
Wonderwall	Oasis	data/oaswon.abc	Ratissia
All I Want	Offspring, The	data/offall.abc	Ducksey
Self Esteem	Offspring, The	data/offsel.abc	Ducksey
The Kids Aren't Alright	Offspring, The	data/offkid.abc	Ducksey
Apologize	One Republic	data/oneapo.abc	Pocco
Behind the Wall of Sleep	Ozzy Osbourne	data/ozzbeh.abc	Mellianna
Crazy Train	Ozzy Osbourne	data/ozzcra.abc	Cyrano
Diary of a Madman	Ozzy Osbourne	data/ozzdia.abc	Cyrano
Ghost Behind My Eyes	Ozzy Osbourne	data/ozzgho.abc	Mellianna
Goodbye to Romance	Ozzy Osbourne	data/ozzgoo.abc	Cyrano
I Don't Know	Ozzy Osbourne	data/ozzido.abc	Mellianna
I Just Want You	Ozzy Osbourne	data/ozziju.abc	Mellianna
Revelation (Mother Earth)	Ozzy Osbourne	data/ozzmot.abc	Cianra
Shot in the Dark	Ozzy Osbourne	data/ozzsho.abc	Ducksey
Canon in D Major	Pachelbel	data/paccan.abc	Jazriel
Last Resort	Papa Roach	data/paplast.abc	Cervantes
Maybe I'm Amazed	Paul McCartney	data/paumayb.abc	Bungee
Straight Up	Paula Abdul	data/paustr.abc	Okra
Daughter	Pearl Jam	data/peadaug.abc	Cyrano
Daughter	Pearl Jam	data/peadau.abc	Ratissia
What if I?	Pennywise	data/penwha.abc	Ducksey
Phantom of the Opera	Phantom of the Opera	data/phantom.abc	Thorsongori
In the Air Tonight	Phil Collins	data/phiint.abc	Ratissia
Comfortably Numb	Pink Floyd	data/pincom.abc	Ratissia
Hey You	Pink Floyd	data/pinhey.abc	Bungee
Learning to Fly	Pink Floyd	data/pinlea.abc	Ratissia
Money	Pink Floyd	data/pinmon.abc	Cranberry
Nobody Home	Pink Floyd	data/pinnob.abc	Prosco
Run Like Hell	Pink Floyd	data/pinrun.abc	Prosco
Vera	Pink Floyd	data/pinver.abc	Prosco
Waiting for the Worms	Pink Floyd	data/pinwai.abc	Prosco
Wish you Were Here	Pink Floyd	data/pinwis.abc	Ratissia
Pink Panther Theme	Pink Panther	data/ppanther.abc	Crescendo
Dirty Old Town	Pogues, The	data/pogdir.abc	Prosco
Every Breath you Take	Police, The	data/poleve.abc	Ratissia
Spirits in the Material World	Police, The	data/polspi.abc	Tirithannon
Wrapped Around Your Finger	Police, The	data/polwra.abc	Genwen
I'll Stand By You	Pretenders, The	data/preill.abc	Bungee
Wynona's Big Brown Beaver	Primus	data/priwyn.abc	Ducksey
500 Miles	Proclaimers, The	data/pro500m.abc	Galvo
500 Miles	Proclaimers, The	data/pro500.abc	Thorsongori
A Whiter Shade of Pale	Procol Harum	data/proawh.abc	Gothbat
Blurry	Puddle of Mudd	data/pudblu.abc	Ducksey
Control	Puddle of Mudd	data/pudcon.abc	Illyrean
She Hates Me	Puddle of Mudd	data/pudshe.abc	Cervantes
Bohemian Rapsody	Queen	data/queboh.abc	Snosh
I Want it All	Queen	data/queiwa.abc	Thorsongori
Play the Game	Queen	data/quepla.abc	Thorsongori
We Are the Champions	Queen	data/quewe.abc	Cianra
We Will Rock You	Queen	data/quewew.abc	Unknown
Creep	Radiohead	data/radcre.abc	Shorai
No Surprises	Radiohead	data/radnos.abc	Ratissia
Feuer Und Wasser	Rammstein	data/ramfeu.abc	Olrandir
Ich Will	Rammstein	data/ramich.abc	Snosh
Rosenrot	Rammstein	data/ramros.abc	Olrandir
Stirb Nicht Vor Mir	Rammstein	data/ramsti.abc	Olrandir
Beat on the Brat	Ramones, The	data/rambea.abc	Prosco
Blitzkrieg Bop	Ramones, The	data/rambli.abc	Prosco
I Wanna Be Sedated	Ramones, The	data/ramiwa.abc	Genwen
Georgia on my Mind	Ray Charles	data/raygeo.abc	Giddily
Hit the Road Jack	Ray Charles	data/rayhit.abc	Cervantes
Hit the Road Jack	Ray Charles	data/rayhit1.abc	Ratissia
Song of the Sea	Raymond R. Hannisian	data/rayson.abc	Tamin
Californication	Red Hot Chili Peppers	data/redcal.abc	Ratissia
Can't Stop	Red Hot Chili Peppers	data/redcan.abc	Twig
Otherside	Red Hot Chili Peppers	data/redoth.abc	Ducksey
Snow	Red Hot Chili Peppers	data/redsno.abc	Thorsongori
Under the Bridge	Red Hot Chili Peppers	data/redund.abc	Ratissia
Losing my Religion	REM	data/remlos.abc	Durinsbane
Shiny Happy People	REM	data/remshi.abc	Thorsangori
Happy, Happy, Joy, Joy	Ren N Stimpy	data/renhap.abc	Ratissia
One Song Glory	RENT	data/renone.abc	Snosh
Requiem for a Dream (Lux Aeterna)	Requiem for a Dream (Clint Mansell)	data/luxsolo.abc	Celestial
Never Gonna Give You Up	Rick Astley	data/ricnev.abc	Cervantes
I'm Too Sexy	Right Said Fred	data/rigimt.abc	Snosh
You've Lost That Loving Feeling	Righteous Brothers	data/rigyou.abc	Genwen
My Lodgings On The Cold Ground	Rob Barrick	data/mylodg.abc	Tiamo/Skjald
Rocky Theme	Rocky	data/rocky.abc	Arae69
Rocky Theme	Rocky	data/rocky1.abc	Ratissia
As Tears Go By	Rolling Stones, The	data/rolast.abc	Durinsbane
Gimme Shelter	Rolling Stones, The 	data/rolgim.abc	Mellianna
Satisfaction	Rolling Stones, The	data/rolsat.abc	Genwen
Sympathy for the Devil	Rolling Stones, The	data/rolsym.abc	Ducksey
What I Like About You	Romantics, The	data/romwha.abc	Ghingeriel
Crying	Roy Orbison	data/roycry.abc	Cyrano
Crying	Roy Orbison	data/roycryin.abc	Durinsbane
Rivendell	Rush	data/rusriv.abc	Tirithannon
Baphomet's Throne	Samael	data/sambap.abc	Shorai
Sanford and Son Theme	Sanford and Son	data/sanford.abc	Ducksey
Maria Maria	Santana	data/sanmar.abc	Darcade
Building a Mystery	Sarah Mclachlan	data/sarbui.abc	Illyrean
Adia	Sarah Mclaughlin	data/saradia.abc	Wraithsong
Adia	Sarah Mclaughlin	data/saradi.abc	Tirithannon
Angel	Sarah Mclaughlin	data/sarange.abc	Tirithannon
Angel	Sarah Mclaughlin	data/sarangel.abc	Bungee
Do What You Have to Do	Sarah Mclaughlin	data/sardow.abc	Tirithannon
Sweet Surrender	Sarah Mclaughlin	data/sarswe.abc	Ducksey
Vox	Sarah Mclaughlin	data/sarvox.abc	Tirithannon
Affirmation	Savage Garden	data/savaff.abc	Ratissia
To the Moon and Back	Savage Garden	data/savtot.abc	Ratissia
Rock You Like a Hurricane	Scorpions	data/scoroc.abc	Cyrano
Kiss From a Rose	Seal	data/seakis.abc	Ducksey
Closing Time	Semisonic	data/semclo.abc	Unknown
Sesame Street Theme	Sesame Street	data/sesame.abc	Ratissia
Music Box	Silent Hill	data/silmus.abc	X-command
Promise	Silent Hill	data/silpro.abc	X-command
Anthem for the Year 2000	Silverchair	data/silant.abc	raziell/jeffwise
Bridge Over Troubled Waters	Simon &amp; Garfunkle	data/simbri.abc	Durinsbane
Sound of Silence	Simon &amp; Garfunkle	data/simsoun.abc	Bungee
Sound of Silence	Simon &amp; Garfunkle	data/simsou.abc	Genwen
Caballo Viejo	Simon Diaz	data/simcab.abc	Cranberry
The Simpsons Theme	Simpsons, The	data/simpsons.abc	X-command
Ski Sunday Theme	Ski Sunday	data/skisun.abc	Syn
18 and Life	Skid Row	data/ski18a.abc	Ducksey
Youth Gone Wild	Skid Row	data/skiyou.abc	Cyrano
Rebirthing	Skillet	data/skireb.abc	Cyrano
Savior	Skillet	data/skisav.abc	Cyrano
The Last Night	Skillet	data/skilas.abc	Cyrano
Whispers In The Dark	Skillet	data/skiwhi.abc	Cyrano
1979	Smashing Pumpkins	data/sma197.abc	Ducksey
Disarm	Smashing Pumpkins	data/smadis.abc	Ducksey
Today	Smashing Pumpkins	data/smatod.abc	Ghingeriel
Walking on the Sun	Smashmouth	data/smawalk.abc	Bungee
Walking on the Sun	Smashmouth	data/smawal.abc	Ducksey
Chasing Cars	Snow Patrol	data/snocha.abc	Unknown
Run	Snow Patrol	data/snorun.abc	Unknown
Runaway Train	Soul Asylum	data/sourun.abc	Ratissia
Black Hole Sun	Soundgarden	data/soubla.abc	Ducksey
South Park Theme	South Park	data/southpa.abc	Snosh
Two Princes	Spin Doctors	data/spitwo.abc	Ducksey
The Inner Light	Star Trek TNG	data/tnginn.abc	Jazriel
I Will Be Here	Steven Curtis Chapman	data/steiwi.abc	Cyrano
All in Love is Fair	Stevie Wonder	data/steall.abc	Giddily
Englishman in New York	Sting	data/stieng.abc	Thorsangori
Fields of Gold	Sting	data/stifie.abc	Giddily
Badfish	Sublime	data/subbad.abc	Ducksey
Same in the End	Sublime	data/subsam.abc	Ducksey
Santeria	Sublime	data/subsan.abc	Cervantes
Wrong Way	Sublime	data/subwro.abc	Ghingeriel
Still Waiting	Sum 41	data/sumsti.abc	Darcade
Superman Theme	Superman	data/superman.abc	Wraithsong
Aerials	System of a Down	data/sodaer.abc	Shorai
Chop Suey	System of a Down	data/syscho.abc	raziell/jeffwise
Hypnotize	System of a Down	data/syshyp.abc	Dolthador
Everybody Wants to Rule the World	Tears for Fears	data/teaeve1.abc	Snosh
Everybody Wants to Rule the World	Tears for Fears	data/teaeve.abc	Jazriel
Tetris Theme	Tetris	data/tetris.abc	Giddily
Birdhouse in Your Soul	They Might Be Giants	data/thebir.abc	Snosh
No One Knows My Plan	They Might Be Giants	data/thenoo.abc	Snosh
Out of Jail	They Might Be Giants	data/theout.abc	Snosh
Animal I Have Become	Three Days Grace	data/thrani.abc	Angylion
Apologize	Timbaland	data/timapo.abc	Thorsongori
Simply the Best	Tina Turner	data/tinsim.abc	Syn
Free Fallin'	Tom Petty	data/tomfre.abc	Moadan
Last Dance With Mary Jane	Tom Petty	data/tomlas.abc	Ducksey
Wont Back Down	Tom Petty	data/tomwon.abc	Ducksey
Unbreak My Heart	Toni Braxton	data/tonunb.abc	Thorsongori
46 N 2	Tool	data/too46n.abc	Ducksey
&AElig;nima	Tool	data/tooaen.abc	Ducksey
1000 Oceans	Tori Amos	data/tor100.abc	Pocco
Sister Janet	Tori Amos	data/torsis.abc	Pyro
You've Got a Friend	Toy Story	data/friend.abc	Angeleen
A Sequel Of Decay	Tristania	data/triseq.abc	Thelodin / Belegaer
So Happy Together	Turtles, The	data/tursoh.abc	Ducksey
Black #1	Type 0 Negative	data/typbla.abc	Cervantes
A Beautiful Day	U2	data/u2bea.abc	Twig
Angel of Harmlem	U2	data/u2ang.abc	Ratissia
New Years Day	U2	data/u2new.abc	Cranberry
Pride	U2	data/u2pri.abc	Tirithannon
Running to Stand Still	U2	data/u2run.abc	Tirithannon
Still Haven't Found	U2	data/u2sti.abc	Ratissia
Sunday Bloody Sunday	U2	data/u2sun.abc	Ducksey
Sweetest Thing	U2	data/u2swe.abc	Cranberry
With or Without You	U2	data/u2wit.abc	Ratissia
Everything About You	Ugly Kid Joe	data/ugleve.abc	Ratissia
Stones	Ultima	data/stones.abc	Bungee
Auld Lang Syne	Unknown	data/auld.abc	Ducksey
Chopsticks	Unknown	data/chopsti.abc	Hammerzaine
Davy Jones Theme	Unknown	data/davyjo.abc	Anardion
Dueling Banjos	Unknown	data/duelsolo.abc	Keptwise
Follow You	Unknown	data/folyou.abc	Cyrano
Grandma Got Ran Over by a Reindeer	Unknown	data/grandma.abc	Cervantes
Home	Unknown	data/home.abc	Cyrano
Irish Washerwoman	Unknown	data/irishwa.abc	Ducksey
Rise of the Demon Lord	Unknown	data/rise.abc	Wraithsong
Scotch on The Rocks (Bagpipes)	Unknown	data/scotch.abc	Harmon
Jump	Van Halen	data/vanjum.abc	Tiamo/Skjald
Jump	Van Halen	data/vanjum.abc	Krovax
Right Now	Van Halen	data/vanrig.abc	Cyrano
Right Now	Van Halen	data/vanrigh.abc	Ratissia
Brown Eyed Girl	Van Morrison	data/vanbro.abc	Genwen
Save the Best for Last	Vanessa Williams	data/vansav.abc	Ratissia
Amazing Grace	Various	data/amazing.abc	Tiamo/Skjald
Barren Rocks of Aden	Various	data/barren.abc	Tiamo/Skjald
Bonnie Dundee	Various	data/bonnie.abc	Tiamo/Skjald
Campbelltown Kiltie Ball	Various	data/campbel.abc	Tiamo/Skjald
Danny Boy	Various	data/dannyboy.abc	Tiamo/Skjald
God Bless the Broken Road	Various	data/godbless.abc	Tirithannon
Going Home	Various	data/goingho.abc	Tiamo/Skjald
Greensleeves	Various	data/greensle.abc	Jazriel
Highland Laddie	Various	data/highland.abc	Tiamo/Skjald
I Will Survive	Various	data/survive.abc	Cervantes
Kenmures On And Away	Various	data/kenmures.abc	Tiamo/Skjald
La Cucaracha	Various	data/cuca.abc	Wraithsong
Last Kiss	Various	data/lastkiss.abc	Cervantes
Mairi's Wedding	Various	data/mairis.abc	Tiamo/Skjald
Marine Hymn	Various	data/marine.abc	Skjald
Rawhide	Various	data/rawhide.abc	Durinsbane
Rule Britannia	Various	data/rulebr.abc	Thelodin
Rule Britannia	Various	data/rulebri.abc	Ducksey
Scotland the Brave	Various	data/scotland.abc	Tiamo/Skjald
Scotland The Brave	Various	data/scotlan.abc	Tiamo/Skjald
Stand by Your Man	Various	data/standby.abc	Durinsbane
The Army Goes Rolling Along	Various	data/thearmy.abc	Cranberry
The Brown Haired Maid	Various	data/brownha.abc	Tiamo/Skjald
The Devil in the Kitchen	Various	data/devilin.abc	Tiamo/Skjald
The Drunken Piper	Various	data/drunken.abc	Tiamo/Skjald
The Flower of Scotland	Various	data/flowerof.abc	Tiamo/Skjald
The Gay Gordons	Various	data/gaygor.abc	Tiamo/Skjald
The Glendaruel Highlanders	Various	data/glenda.abc	Tiamo/Skjald
The Irish Washerwoman	Various	data/irishw.abc	Tiamo/Skjald
The Lion Sleeps Tonight	Various	data/lion.abc	Ratissia
The Minstrel Boy	Various	data/minstrel.abc	Tiamo/Skjald
The Reel of Tulloch	Various	data/reelof.abc	Tiamo/Skjald
The Rowan Tree	Various	data/rowantr.abc	Tiamo/Skjald
The Skye Boat Song	Various	data/skyeboat.abc	Tiamo/Skjald
The Star Spangled Banner	Various	data/starspan.abc	Wraithsong
US Air Force - Wild Blue Yonder	Various	data/airforce.abc	Cranberry
Wedding March	Various	data/wedding.abc	Ratissia
We're No Awa Tae Bide Awa	Various	data/wereno.abc	Tiamo/Skjald
When The Battle's O'er	Various	data/whenbat.abc	Tiamo/Skjald
When the Saints Go Marching In	Various	data/saints.abc	Syn
Wings	Various	data/wings.abc	Tiamo/Skjald
Bittersweet Symphony	Verve, The	data/verbit.abc	Ratissia
YMCA	Village People, The	data/ymca.abc	Genwen
Briday Chorus	Wagner, Richard	data/ricbri.abc	Tiamo/Skjald
One Headlight	Wallflowers, The	data/walone.abc	Ducksey
Werewolves of London	Warren Zevon	data/warwer.abc	Cranberry
Hashpipe	Weezer	data/weehas.abc	Snosh
Island in the Sun	Weezer	data/weeisl.abc	Twig
Say It Aint So	Weezer	data/weesay.abc	Snosh
The Good Life	Weezer	data/weegoo.abc	Snosh
Undone (The Sweater Song)	Weezer	data/weeund.abc	Snosh
Here I Go Again	Whitesnake	data/whiher.abc	Ratissia
Is this Love	Whitesnake	data/whiist.abc	Ratissia
Your Woman	Whitetown	data/whiyou.abc	Snosh
Greatest Love of All	Whitney Houston	data/whigre.abc	Ratissia
Intro	Wild Arms	data/wildintr.abc	Wraithsong
You Were Always on My Mind	Willie Nelson	data/always.abc	Cervantes
Winnie the Pooh Theme	Winnie the Pooh	data/pooh.abc	Tiamo/Skjald
Over the Rainbow	Wizard of Oz, The	data/rainbow.abc	Bungee
X-Files Theme	X-Files	data/xfiles.abc	Jazriel
Comptine D'un Autre Ete	Yann Tiersen	data/yancom.abc	Cyrano
J'y Suis Jamais Alle	Yann Tiersen	data/yanjys.abc	Cyrano
La Dispute	Yann Tiersen	data/yanlad.abc	Cyrano
Le Moulin	Yann Tiersen	data/yanlem.abc	Cyrano
Rue Des Cascades	Yann Tiersen	data/yanrue.abc	Cyrano
Soir De Fete	Yann Tiersen	data/yansoi.abc	Cyrano
Sur Le Fil	Yann Tiersen	data/yansur.abc	Cyrano
Marching Season	Yanni	data/yanmar.abc	Cervantes
Situation	Yaz	data/yazsit.abc	Tiamo/Skjald
Fire in the Sky	Yngwie Malmsteen	data/yngfir.abc	Wraithsong
Golden Dawn	Yngwie Malmsteen	data/ynggol.abc	Wraithsong
Icarus Dream Fanfare	Yngwie Malmsteen	data/yngica.abc	Wraithsong
Judas	Yngwie Malmsteen	data/yngjud.abc	Cyrano
Sarabande	Yngwie Malmsteen	data/yngsar.abc	Wraithsong
Seventh Sign	Yngwie Malmsteen	data/yngsev.abc	Wraithsong
Toccata	Yngwie Malmsteen	data/yngtoc.abc	Wraithsong
Trilogy Suite Op5	Yngwie Malmsteen	data/yngtri.abc	Wraithsong
Vengeance	Yngwie Malmsteen	data/yngven.abc	Wraithsong
Tush	ZZ Top	data/zzttus.abc	Ducksey
